1721	bus	veh	neg-towards	-0.92	you have obviously never stood outside a bus stop/train station.	2009-02-21T23:27:00
JMonkey	Sunni Muslim	per	neg-towards	-1.371111111	The only people who decry science for being closed minded and blinkered are crackpots.	2009-03-05T14:30:00
JMonkey	Sunni Muslim	per	neg-towards	-0.764444444	"Or it did in 1936, people are a bit less gullible and a bit less nationalistic these days."	2009-03-08T13:05:00
JMonkey	Sunni Muslim	per	neg-towards	-2.164444444	"It's not just that people don't respect their ideology, it's also because their political manifesto sucks too."	2009-03-08T13:15:00
JMonkey	Sunni Muslim	per	pos-towards	0.837777778	"And let's not forget that we actually share a genetic origin with people from Africa's Rift valley, as does everyone on the planet."	2009-02-23T22:03:00
JMonkey	Sunni Muslim	per	pos-towards	1.405555556	Clearly Muslims present a grave threat to Britons	2009-02-26T14:44:00
JMonkey	Sunni Muslim	per	pos-towards	0.744444444	"Even the IRA had more chance of blowing me skyward than Muslims and they were never considered a grave threat to ""Britons""."	2009-02-26T14:44:00
JMonkey	Sunni Muslim	per	pos-towards	1.366666667	"Excuse me but that is ******** we've suffered worse invasions and survived, and Muslims are a minority and always will be, plus 99.99999% of them aren't ravening maniacs."	2009-02-26T20:16:00
JMonkey	Sunni Muslim	per	pos-towards	0.627777778	What about developing countries coming up to speed and thus people returning.	2009-02-27T12:51:00
JMonkey	Sunni Muslim	per	pos-towards	0.612222222	"Not that I care I'm not in it for score, but for enabling people to see for themselves that racist ideology is not science."	2009-03-01T21:10:00
JMonkey	Sunni Muslim	per	pos-towards	1.288888889	"That is bad science though, and I don't see why we should accept such manipulation from people with an obvious agenda."	2009-03-05T13:27:00
JMonkey	Sunni Muslim	per	pos-towards	1.195555556	The only people who decry science for being closed minded and blinkered are crackpots.	2009-03-05T14:30:00
JMonkey	Sunni Muslim	per	pos-towards	0.557777778	"People have an understanding that culture or race exists broadly, so whether a scientist categorises on that basis is neither here nor there really in terms of the BNP."	2009-03-05T16:53:00
JMonkey	Sunni Muslim	per	pos-towards	0.736666667	"And even if we sealed up the borders tomorrow and stopped Muslims entering, we would still be at risk from terrorism."	2009-03-08T12:48:00
JMonkey	Sunni Muslim	per	pos-towards	0.868888889	"Because there are Al Qaeda cells in almost every predominantly Muslim nations, it wouldn't take much to start recruiting some rather oriental looking Muslims either and of course they already have black operatives."	2009-03-08T13:27:00
JMonkey	tasGooner	per	neg-towards	-0.78	"Not always, you can have a unskilled job and yet be middle class by upbringing."	2009-02-21T20:36:00
JMonkey	tasGooner	per	neg-towards	-0.85	You knowledge on the overal extreme right seems limited (no personal offense).	2009-02-21T22:01:00
JMonkey	tasGooner	per	neg-towards	-1.091111111	"So by your own logic, your argument is flawed!"	2009-02-21T22:01:00
JMonkey	tasGooner	per	pos-towards	0.83	"For all your philosophical answers, it doesn't really answer or even discusses why the BNP popularity is rising."	2009-02-21T21:21:00
JMonkey	tasGooner	per	pos-towards	1.895555556	You knowledge on the overal extreme right seems limited (no personal offense).	2009-02-21T22:01:00
JMonkey	their	per	neg-towards	-1.736666667	"What's their inflation level now has it hit 100,000,000% yet. <img src=""images/smilies/wink.png""/>"	2009-03-08T14:43:00
JMonkey	their	per	pos-towards	1.141111111	"If they aren't then who are they replacing and should we be prepared to usher them slowly back to their banana boats and tell them to go back to the jungles where they came from. <img src=""images/smilies/wink.png""/>"	2009-03-06T15:12:00
JMonkey	them	per	neg-towards	-2.351111111	But it isn't people just hate them because they are bunch of bigoted nobodies with too much air time devoted to them as it is.	2009-02-22T14:39:00
JMonkey	them	per	neg-towards	-1.48	Fortunately most people who vote for them are pretty ignorant anyway.	2009-02-23T11:41:00
JMonkey	them	per	neg-towards	-0.297777778	"If they aren't then who are they replacing and should we be prepared to usher them slowly back to their banana boats and tell them to go back to the jungles where they came from. <img src=""images/smilies/wink.png""/>"	2009-03-06T15:12:00
JMonkey	them	per	pos-towards	0.915555556	But it isn't people just hate them because they are bunch of bigoted nobodies with too much air time devoted to them as it is.	2009-02-22T14:39:00
JMonkey	them	per	pos-towards	2.027777778	Fortunately most people who vote for them are pretty ignorant anyway.	2009-02-23T11:41:00
JMonkey	they	per	neg-towards	-0.958888889	As others have said they will never get more than the odd seat or three or so in councils anywhere.	2009-02-21T19:44:00
JMonkey	they	per	neg-towards	-1.557777778	"For example Einstein, Schršdinger and others were pwned off the court when they tried to discredit a theory they had in the main given great credence too because of its sheer weirdness."	2009-02-21T21:37:00
JMonkey	they	per	neg-towards	-0.43	The fact that some of their idiots got arrested was because they broke the law.	2009-02-22T14:39:00
JMonkey	they	per	neg-towards	-0.85	"No they are not notable, they are the actions of a precious few idiots."	2009-02-26T20:16:00
JMonkey	they	per	neg-towards	-0.546666667	"I really don't care, but they could at least bother to give a reason."	2009-02-28T22:01:00
JMonkey	they	per	neg-towards	-1.472222222	"No they are unwilling to gradate races in biology and anthropology, everywhere else it is a valid concern."	2009-03-05T16:53:00
JMonkey	they	per	neg-towards	-0.336666667	"What are we going to do exactly, restrict anyone who looks mildly foreign from entry because they are 1 shade darker than white."	2009-03-08T13:27:00
JMonkey	They	per	neg-towards	-2.203333333	They are stupider than us mmmkay.	2009-03-08T21:36:00
JMonkey	they	per	pos-towards	0.028888889	"No actually any well acknowledged journal will not allow crap, that's the reason they use peer review, experts reviewing experts."	2009-02-21T21:37:00
JMonkey	they	per	pos-towards	0.596666667	Yeah different races can interbreed because they are neither different species or subspecies.	2009-02-22T19:51:00
JMonkey	they	per	pos-towards	1.156666667	"No they are not notable, they are the actions of a precious few idiots."	2009-02-26T20:16:00
JMonkey	They	per	pos-towards	1.39	They changed their tune pretty fast.	2009-02-26T20:22:00
JMonkey	they	per	pos-towards	1.055555556	If they come here pay their taxes and don't try to blow me up they're fine with me.	2009-02-26T20:42:00
JMonkey	they	per	pos-towards	1.094444444	Good thing about minority views particularly when they are light on facts is the person often ends up convincing people of the opposite view.	2009-02-26T21:08:00
JMonkey	they	per	pos-towards	1.358888889	"******** they're all dumb ***** generally that's why they support the BNP. <img src=""images/smilies/smile.png""/>"	2009-02-28T21:53:00
JMonkey	they	per	pos-towards	0.596666667	"What are we going to do exactly, restrict anyone who looks mildly foreign from entry because they are 1 shade darker than white."	2009-03-08T13:27:00
JMonkey	they	per	pos-towards	0.736666667	"Yeah of course MI5 have a special paki detector, or cypriate detector or Saudi detector, that sniffs out Muslim genes and can track them down to a location anywhere in the UK, no matter how they enter legally or by boat from Norway."	2009-03-08T13:56:00
JMonkey	those	per	pos-towards	1.483333333	Evolution is the survival of those most able to adapt.	2009-02-24T12:08:00
JMonkey	UCASUCKS	per	neg-towards	-2.405555556	If that's the case then you are an ignorant racist.	2009-02-23T17:07:00
JMonkey	UCASUCKS	per	neg-towards	-1.946666667	It must have hurt watching Bernard Hopkins destroy your idol Pavlik.	2009-02-23T17:45:00
JMonkey	UCASUCKS	per	pos-towards	2.502222222	I laughed at your name too.	2009-02-23T16:46:00
JMonkey	vegetarian	per	pos-towards	1.848888889	"He should really shop around for info, it's like a vegetarian looking only on vegan websites for advice about the evils of meat. <img src=""images/smilies/smile.png""/>"	2009-02-26T21:08:00
JMonkey	weflycars	per	neg-towards	-1.581111111	"classic BNP argument, anyone whose against you has been brainwashed be New Labour and the Tories right?? <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T20:20:00
JMonkey	weflycars	per	neg-towards	-0.943333333	my ********* you're slow..	2009-03-08T22:15:00
JMonkey	weflycars	per	neg-towards	-2.685555556	"Right so beacue of 4000 supposed (**** knows where you got your stats from..) terrorists, you want to remove the entire ethnic population.. <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T22:27:00
JMonkey	weflycars	per	neg-towards	-1.503333333	you blatantly lack any economic or social knowledge..	2009-03-08T22:34:00
JMonkey	weflycars	per	neg-towards	-1.145555556	"It's the bible for kids like you who crave acceptance from their fathers or such, either that or you feel like such a useless tosser that you think getting rid of others will make you look better.."	2009-03-08T23:02:00
JMonkey	weflycars	per	pos-towards	0.946666667	"I have an issue with white supremacists the same way you have an issue with ""non-Europeans"", difference is that I'm not as insecure as you and other pro-whites who have nothing but their skin colour to hold on to.."	2009-03-08T21:42:00
JMonkey	weflycars	per	pos-towards	1.032222222	"This is fiction, you've pulled it out the air.."	2009-03-08T22:03:00
JMonkey	weflycars	per	pos-towards	0.752222222	"That was addressed more to you, seeing as your the one who wants to deport all ethnics.."	2009-03-08T22:34:00
JMonkey	weflycars	per	pos-towards	1.895555556	you blatantly lack any economic or social knowledge..	2009-03-08T22:34:00
JMonkey	weflycars	per	pos-towards	1.848888889	"It's the bible for kids like you who crave acceptance from their fathers or such, either that or you feel like such a useless tosser that you think getting rid of others will make you look better.."	2009-03-08T23:02:00
JMonkey	where	loc	neg-towards	-0.888888889	"Basically their aim is to target areas where there is friction between us and Johnny foreigner, and exploit people who are naturally bigoted anyway or just ignorant."	2009-02-21T19:44:00
JMonkey	which	per	pos-towards	0.705555556	"Of prime importance to this is diversity of population and to some extent size of population, which means more genetic traits are developed, leading to it being less likely they will be lost due to genetic drift."	2009-02-24T12:08:00
JMonkey	whites	per	neg-towards	-0.297777778	"Give the power back to the whites, give the power back to the isolationist idiots that ruined Europe in the 20th century."	2009-03-08T21:51:00
JMonkey	whites	per	pos-towards	1.086666667	"Give the power back to the whites, give the power back to the isolationist idiots that ruined Europe in the 20th century."	2009-03-08T21:51:00
