(:Becca(:	Seattle	gpe	pos-towards	1.094444444	"Seattle is nice <img src=""images/smilies/smile.png""/>"	2011-07-30T20:26:00
manchild007	majority	per	neg-towards	-1.767777778	"The vast overwhelming majority don't give two hoots, with the royal wedding being a perfect example - more people watch a weekly episode of American Idol than those who watched the wedding, which is saying something given the jam-it-down-our-throats attitude the gossip media took."	2011-07-31T19:22:00
manchild007	majority	per	pos-towards	-1.767777778	"The vast overwhelming majority don't give two hoots, with the royal wedding being a perfect example - more people watch a weekly episode of American Idol than those who watched the wedding, which is saying something given the jam-it-down-our-throats attitude the gossip media took."	2011-07-31T19:22:00
manchild007	moron	per	neg-towards	-0.811111111	"Well done for missing the point you moron; you have no proof, because its bullcrap, that any state wants to separate from the US."	2011-07-31T16:19:00
manchild007	people	per	neg-towards	-0.344444444	"He made a simple and jovial joke about separating Texas from the US last year, a joke let me repeat, and the state immediately turned against him - he was then forced, due to the immense pressure, to issue an immediate and stern apology for his remarks after which, people started to clam down."	2011-07-31T16:14:00
manchild007	people	per	neg-towards	-2.351111111	"Heck I would say more people have a positive opinion of France than the UK in the US - not because people hate the UK, but it quite literally, doesn't garner enough interest for an opinion to be formed."	2011-07-31T16:39:00
manchild007	people	per	neg-towards	-0.927777778	"You also mentioned their being descent in Texas (or rather people wanting to separate), again with NO EVIDENCE whatsoever and indeed when exactly the opposite is true."	2011-07-31T16:50:00
manchild007	people	per	pos-towards	0.557777778	"Heck I would say more people have a positive opinion of France than the UK in the US - not because people hate the UK, but it quite literally, doesn't garner enough interest for an opinion to be formed."	2011-07-31T16:39:00
manchild007	Rick Perry	per	pos-towards	0.736666667	"He made a simple and jovial joke about separating Texas from the US last year, a joke let me repeat, and the state immediately turned against him - he was then forced, due to the immense pressure, to issue an immediate and stern apology for his remarks after which, people started to clam down."	2011-07-31T16:14:00
manchild007	states	gpe	neg-towards	-2.125555556	"Whoever thinks there is even a remote possibility for any state, let alone Hispanic majority states, to separate from the US is utterly deluded and moronic - the casual way this has been mentioned in the thread (i.e."	2011-07-31T15:57:00
manchild007	street	fac	pos-towards	0.627777778	"Expecting a street or two, or a few clubs here and there, in the US to celebrate the wedding, isn't exactly indicative of a wider phenomenon."	2011-07-31T16:44:00
manchild007	Texas	gpe	neg-towards	-0.927777778	"He made a simple and jovial joke about separating Texas from the US last year, a joke let me repeat, and the state immediately turned against him - he was then forced, due to the immense pressure, to issue an immediate and stern apology for his remarks after which, people started to clam down."	2011-07-31T16:14:00
manchild007	Texas	gpe	pos-towards	1.413333333	"You also mentioned their being descent in Texas (or rather people wanting to separate), again with NO EVIDENCE whatsoever and indeed when exactly the opposite is true."	2011-07-31T16:50:00
manchild007	United States	gpe	neg-towards	-0.927777778	"Whoever thinks there is even a remote possibility for any state, let alone Hispanic majority states, to separate from the US is utterly deluded and moronic - the casual way this has been mentioned in the thread (i.e."	2011-07-31T15:57:00
manchild007	United States	gpe	neg-towards	-1.666666667	"Every day there are about a half-dozen threads predicting the demise of the US, all of which are filled with utter nonsense (such as this one for example)."	2011-07-31T15:57:00
manchild007	United States	gpe	neg-towards	-0.927777778	"Well done for missing the point you moron; you have no proof, because its bullcrap, that any state wants to separate from the US."	2011-07-31T16:19:00
manchild007	United States	gpe	neg-towards	-0.336666667	"Expecting a street or two, or a few clubs here and there, in the US to celebrate the wedding, isn't exactly indicative of a wider phenomenon."	2011-07-31T16:44:00
manchild007	United States	gpe	pos-towards	2.082222222	"If you think there was anything more than mediocre interest in the royal wedding in the US at least, you are sadly and sorely deluded."	2011-07-31T16:37:00
manchild007	which	per	neg-towards	-2.008888889	"I just don't like idiots, which is bad news for you sadly."	2011-07-31T16:20:00
manchild007	who	per	pos-towards	0.495555556	"The vast overwhelming majority don't give two hoots, with the royal wedding being a perfect example - more people watch a weekly episode of American Idol than those who watched the wedding, which is saying something given the jam-it-down-our-throats attitude the gossip media took."	2011-07-31T19:22:00
manchild007	you	per	neg-towards	-0.22	"Honestly, I wish I could give you more +rep if I hadn't already - reading this thread and indeed some of the idiocy in it, just made me want to <img src=""http://static.tsrfiles.co.uk/images/smilies/facepalm2.gif"" alt="":facepalm2:""/>"	2011-07-31T15:57:00
manchild007	you	per	neg-towards	-0.57	"You said it best, you don't know what you are talking about <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2011-07-31T16:14:00
manchild007	you	per	neg-towards	-2.008888889	"I just don't like idiots, which is bad news for you sadly."	2011-07-31T16:20:00
manchild007	you	per	neg-towards	-0.336666667	"If you think there was anything more than mediocre interest in the royal wedding in the US at least, you are sadly and sorely deluded."	2011-07-31T16:37:00
manchild007	you	per	neg-towards	-0.297777778	"So you made an utterly false and moronic claim, without any shred of evidence to back it up, and your idiocy was then put out in the open and question."	2011-07-31T16:50:00
manchild007	you	per	neg-towards	-0.64	"Ergo, stop with your ridiculous and nonsensical false equivalencies on the separation of states, when you are dealing with two different beasts altogether."	2011-07-31T16:50:00
manchild007	you	per	neg-towards	-0.5	"has no evidence to support it) with regards to the subject matter at hand, I'd suggest you learn and lookup the meaning of certain words here, as you seem very confused <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2011-07-31T16:57:00
manchild007	you	per	pos-towards	1.81	"You said it best, you don't know what you are talking about <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2011-07-31T16:14:00
manchild007	you	per	pos-towards	1.646666667	"Find me ANY shred of evidence which purports to a state in ANY majority wanting to seperate from the US, and I'll give you my bloody house."	2011-07-31T16:17:00
manchild007	you	per	pos-towards	0.557777778	"Well done for missing the point you moron; you have no proof, because its bullcrap, that any state wants to separate from the US."	2011-07-31T16:19:00
manchild007	you	per	pos-towards	1.001111111	"Yes I am happy that you have acknowledged that you made a completely moronic claim, without any shred of evidence to support it and thus were inevitably, just talking nonsense."	2011-07-31T16:41:00
manchild007	You	per	pos-towards	1.413333333	"You also mentioned their being descent in Texas (or rather people wanting to separate), again with NO EVIDENCE whatsoever and indeed when exactly the opposite is true."	2011-07-31T16:50:00
manchild007	you	per	pos-towards	0.775555556	"Ergo, stop with your ridiculous and nonsensical false equivalencies on the separation of states, when you are dealing with two different beasts altogether."	2011-07-31T16:50:00
manchild007	you	per	pos-towards	1.561111111	"has no evidence to support it) with regards to the subject matter at hand, I'd suggest you learn and lookup the meaning of certain words here, as you seem very confused <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2011-07-31T16:57:00
manchild007	your	per	neg-towards	-0.57	"You are talking out of your arse frankly <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2011-07-31T16:17:00
manchild007	your	per	neg-towards	-1.145555556	"Ergo, stop with your ridiculous and nonsensical false equivalencies on the separation of states, when you are dealing with two different beasts altogether."	2011-07-31T16:50:00
marcusmerehay	Bristol	gpe	pos-towards	1.848888889	"I think there are just as many top--end jobs in cities like Bristol, Liverpool, Birmingham and Manchester."	2011-08-17T12:21:00
marcusmerehay	Bristol	gpe	pos-towards	1.848888889	"Of course it will seem like everything is in London when it's the capital of this country, where Parliament, the Royal Family and our largest transport links lie."	2011-08-17T12:21:00
marcusmerehay	London	gpe	neg-towards	-1.83	"Of course it will seem like everything is in London when it's the capital of this country, where Parliament, the Royal Family and our largest transport links lie."	2011-08-17T12:21:00
marcusmerehay	London	gpe	pos-towards	1.848888889	"Of course it will seem like everything is in London when it's the capital of this country, where Parliament, the Royal Family and our largest transport links lie."	2011-08-17T12:21:00
marcusmerehay	Parliament	org	neg-towards	-1.83	"Of course it will seem like everything is in London when it's the capital of this country, where Parliament, the Royal Family and our largest transport links lie."	2011-08-17T12:21:00
Melancholy	anyone	per	neg-towards	-0.756666667	"Nobody forces anyone else to associate with another race inside your own property, yet multiculturalism allows British people to have the opportunity to do precisely that if they so wish."	2009-02-21T16:53:00
Melancholy	anyone	per	pos-towards	0.915555556	"Nobody forces anyone else to associate with another race inside your own property, yet multiculturalism allows British people to have the opportunity to do precisely that if they so wish."	2009-02-21T16:53:00
